""Rec #","Establishment ID","Inspection ID","Establishment Name","Establishment Type","Establishment Address","Latitude","Longitude","Establishment Status","Min. Inspections Per Year","Infraction Details","Inspection Date","Severity","Action","Outcome","Amount Fined"
"1647","10690388","104739885","CANADA PASTA LTD","Food Take Out","4400 SHEPPARD AVE E","43.78789","-79.26988","Pass","2","","2020-08-24","","","",""
"1648","9052113","104750416","CANADIAN LEGION BRANCH 101","Banquet Facility","3850 LAKE SHORE BLVD W","43.59101","-79.54516","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-09-14","M - Minor","Notice to Comply","",""
"1649","9002343","104689169","CANADIAN MOTHERCRAFT SOCIETY","Child Care - Food Preparation","14 TRINITY SQ","43.65449","-79.38148","Pass","3","","2020-03-12","","","",""
"1650","10515215","104650293","CANADIAN TIRE GAS BAR","Food Store (Convenience/Variety)","835 YONGE ST","43.67314","-79.38756","Pass","1","","2020-01-14","","","",""
"1651","9002359","104676295","CANADIANA COURT CHILD CARE CENTRE","Child Care - Food Preparation","20 GORDONRIDGE PL","43.72712","-79.25228","Pass","2","","2020-02-21","","","",""
"1652","9002362","104732047","CANADIANA RESTAURANT & BANQUET HALL","Restaurant","5230 DUNDAS ST W","43.64027","-79.53813","Pass","2","","2020-08-10","","","",""
"1653","9002362","104775361","CANADIANA RESTAURANT & BANQUET HALL","Restaurant","5230 DUNDAS ST W","43.64027","-79.53813","Pass","2","Fail to Hold a Valid Food Handler's Certificate  - Sec. 545-157E(17)(b) ","2020-11-10","NA - Not Applicable","Notice to Comply","",""
"1654","10314405","104655169","CANBE FOOD INC.","Food Take Out","1760 ELLESMERE RD","43.77385","-79.24619","Pass","2","","2020-01-21","","","",""
"1655","10387028","104678109","CANECAS SPORTS BAR & CAFE","Restaurant","605 ROGERS RD","43.68162","-79.47451","Pass","2","","2020-02-25","","","",""
"1656","10387028","104712800","CANECAS SPORTS BAR & CAFE","Restaurant","605 ROGERS RD","43.68162","-79.47451","Pass","2","","2020-07-07","","","",""
"1657","10700617","104675485","CANEPHORA","Restaurant","222 FINCH AVE W, Unit-101","43.7758","-79.43456","Pass","3","","2020-02-20","","","",""
"1658","9002378","104688795","CANOE","Restaurant","66 WELLINGTON ST W, FL54","43.64724","-79.38123","Pass","2","","2020-03-11","","","",""
"1659","9004210","104731042","CANOSA BAKERY LTD.","Restaurant","21 ROYALCREST RD, Unit-4","43.74992","-79.60803","Pass","2","","2020-08-07","","","",""
"1660","10702260","104688230","CANTANHEDE O BAIRRADINO","Restaurant","662 LANSDOWNE AVE","43.66261","-79.44475","Pass","2","SANITIZE UTENSILS USING AGENT FOR WHICH TEST REAGENT NOT READILY AVAILABLE - SEC. 19(E)(III) ","2020-03-11","S - Significant","Corrected During Inspection","",""
"1661","10702260","104756694","CANTANHEDE O BAIRRADINO","Restaurant","662 LANSDOWNE AVE","43.66261","-79.44475","Pass","2","FAIL TO ENSURE FOOD HANDLER IN FOOD PREMISE PROTECTS AGAINST CONTAMINATION BY HAIR - SEC.  33(1)(D)","2020-09-25","M - Minor","Notice to Comply","",""
"1662","10702260","104756694","CANTANHEDE O BAIRRADINO","Restaurant","662 LANSDOWNE AVE","43.66261","-79.44475","Pass","2","Food premise not maintained with non-absorbent floor surface where food handled - Sec. 7(1)(c)(i) ","2020-09-25","M - Minor","Notice to Comply","",""
"1663","10375789","104658062","CANTEEN","Restaurant","330 KING ST W","43.64667","-79.38992","Pass","2","","2020-01-24","","","",""
"1664","10701158","104679422","CANTEEN FRESH BY TIFFIN","Food Take Out","1300 FINCH AVE W, Unit-13","43.76485","-79.48988","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-02-26","M - Minor","Notice to Comply","",""
"1665","10615586","104660735","CANTON CHILLI","Restaurant","418 SPADINA AVE","43.6563","-79.39964","Pass","3","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2020-01-28","M - Minor","Notice to Comply","",""
"1666","10710168","104727742","CAPI'S","Restaurant","4247 DUNDAS ST W","43.6591","-79.51385","Pass","2","","2020-07-30","","","",""
"1667","10384872","104662256","CAPITAL ESPRESSO","Restaurant","1349 QUEEN ST W","43.64102","-79.43452","Pass","2","Fail to Produce Valid Food Handlers Certificate              - Sec. 545-157E(17)(c) ","2020-01-30","NA - Not Applicable","Notice to Comply","",""
"1668","10295355","104661848","CAPITAL SWEET SAMOSA","Food Take Out","62 OVERLEA BLVD, Unit-6","43.70779","-79.34348","Pass","3","Fail to Produce Most Recent Food Safety Inspection Report(s) - Sec. 545-157(E)(5)","2020-01-30","NA - Not Applicable","Notice to Comply","",""
"1669","10295355","104661848","CAPITAL SWEET SAMOSA","Food Take Out","62 OVERLEA BLVD, Unit-6","43.70779","-79.34348","Pass","3","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-01-30","M - Minor","Notice to Comply","",""
"1670","10295355","104661848","CAPITAL SWEET SAMOSA","Food Take Out","62 OVERLEA BLVD, Unit-6","43.70779","-79.34348","Pass","3","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2020-01-30","M - Minor","Notice to Comply","",""
"1671","9406883","104714070","CAPOCACCIA","Restaurant","1366 YONGE ST","43.68604","-79.39359","Pass","3","","2020-07-09","","","",""
"1672","9002411","104668840","CAPRI BAKERY","Restaurant","84 OAKDALE RD, Unit-2","43.73924","-79.52589","Pass","2","OPERATE FOOD PREMISE - FAIL TO EQUIP SANITARY FACILITY WITH SOAP OR DETERGENT - SEC. 24(3)(D)  ","2020-02-10","S - Significant","Corrected During Inspection","",""
"1673","9002411","104668840","CAPRI BAKERY","Restaurant","84 OAKDALE RD, Unit-2","43.73924","-79.52589","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2020-02-10","M - Minor","Notice to Comply","",""
"1674","9002411","104668840","CAPRI BAKERY","Restaurant","84 OAKDALE RD, Unit-2","43.73924","-79.52589","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-02-10","M - Minor","Notice to Comply","",""
"1675","9002411","104746974","CAPRI BAKERY","Restaurant","84 OAKDALE RD, Unit-2","43.73924","-79.52589","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2020-09-08","M - Minor","Notice to Comply","",""
"1676","9002411","104746974","CAPRI BAKERY","Restaurant","84 OAKDALE RD, Unit-2","43.73924","-79.52589","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN WALLS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2020-09-08","M - Minor","Notice to Comply","",""
"1677","9002411","104746974","CAPRI BAKERY","Restaurant","84 OAKDALE RD, Unit-2","43.73924","-79.52589","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-09-08","M - Minor","Notice to Comply","",""
"1678","10720187","104780095","CAPRICORN CAFE","Restaurant","191 THE WEST MALL, Unit-105","43.62618","-79.55885","Pass","2","","2020-11-23","","","",""
"1679","9002416","104675204","CAPTAIN COOKES FISH & CHIPS","Food Take Out","219 PARLIAMENT ST","43.65682","-79.36492","Pass","2","","2020-02-20","","","",""
"1680","9002417","104732297","CAPTAIN JACK","Restaurant","2 WHEELER AVE","43.67053","-79.29917","Pass","1","","2020-08-10","","","",""
"1681","10494339","104667041","CAPTAIN JOHN DONLANDS FISH AND CHIPS","Restaurant","373 DONLANDS AVE","43.69328","-79.34226","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-02-06","M - Minor","Notice to Comply","",""
"1682","10494339","104667041","CAPTAIN JOHN DONLANDS FISH AND CHIPS","Restaurant","373 DONLANDS AVE","43.69328","-79.34226","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2020-02-06","M - Minor","Notice to Comply","",""
"1683","10629048","104646209","CAPTAIN'S BOIL","Restaurant","2655 YONGE ST","43.71583","-79.39993","Pass","3","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2020-01-08","M - Minor","Notice to Comply","",""
"1684","10629048","104646209","CAPTAIN'S BOIL","Restaurant","2655 YONGE ST","43.71583","-79.39993","Pass","3","FAIL TO ENSURE FACILITY SURFACE CLEANED AS NECESSARY - SEC. 22","2020-01-08","S - Significant","Corrected During Inspection","",""
"1685","10629048","104646209","CAPTAIN'S BOIL","Restaurant","2655 YONGE ST","43.71583","-79.39993","Pass","3","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-01-08","M - Minor","Notice to Comply","",""
"1686","10191594","104663615","CAREFREE PRE-SCHOOL","Child Care - Food Preparation","370 DIXON RD","43.69592","-79.55616","Pass","3","","2020-02-03","","","",""
"1687","9002441","104664814","CARIBBEAN CORNER","Food Store (Convenience/Variety)","171 BALDWIN ST","43.65485","-79.40026","Pass","3","Operate food premise - fail to keep sanitary facility in good repair - Sec. 25(2)","2020-02-04","M - Minor","Notice to Comply","",""
"1688","10675365","104755631","CARIBBEAN COVE FAMILY RESTAURANT","Restaurant","3585 KEELE ST, UNIT-5","43.75061","-79.48696","Pass","2","FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM MATERIALS NOT REGULARLY USED - SEC. 7(1)(F) ","2020-08-31","M - Minor","Notice to Comply","",""
"1689","10502225","104652310","CARIBBEAN CUISINE","Restaurant","2140 KIPLING AVE","43.71903","-79.57086","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2020-01-20","M - Minor","Notice to Comply","",""
"1690","10502225","104652310","CARIBBEAN CUISINE","Restaurant","2140 KIPLING AVE","43.71903","-79.57086","Pass","2","Fail to Hold a Valid Food Handler's Certificate  - Sec. 545-157E(17)(b) ","2020-01-20","NA - Not Applicable","Notice to Comply","",""
"1691","10577822","104754339","CARIBBEAN CUISINE DELIGHT","Food Court Vendor","1530 ALBION RD, UNIT-FC6","43.74177","-79.58461","Pass","2","","2020-09-21","","","",""
"1692","9030053","104728438","CARIBBEAN CUISINE DELIGHTS","Food Take Out","1700 WILSON AVE, Unit-85","43.72097","-79.51253","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2020-07-31","M - Minor","Notice to Comply","",""
"1693","10666605","104710959","CARIBBEAN HEAT","Restaurant","1300 FINCH AVE W, Unit-15","43.76485","-79.48988","Pass","3","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-07-13","M - Minor","Notice to Comply","",""
"1694","10265856","104730574","CARIBBEAN HEAT FAMILY RESTAURANT 2","Restaurant","1530 ALBION RD, Unit-21","43.74177","-79.58461","Pass","2","OPERATE FOOD PREMISE - FAIL TO KEEP SANITARY FACILITY SANITARY - SEC. 25(2)","2020-08-06","S - Significant","Notice to Comply","",""
"1695","10265856","104730574","CARIBBEAN HEAT FAMILY RESTAURANT 2","Restaurant","1530 ALBION RD, Unit-21","43.74177","-79.58461","Pass","2","Fail to protect against entry of pests - Sec. 13(1)","2020-08-06","M - Minor","Notice to Comply","",""
"1696","10265856","104730574","CARIBBEAN HEAT FAMILY RESTAURANT 2","Restaurant","1530 ALBION RD, Unit-21","43.74177","-79.58461","Pass","2","Fail to maintain ventilation system to ensure elimination of fumes - Sec. 11","2020-08-06","M - Minor","Notice to Comply","",""
"1697","10265856","104730574","CARIBBEAN HEAT FAMILY RESTAURANT 2","Restaurant","1530 ALBION RD, Unit-21","43.74177","-79.58461","Pass","2","Fail to ensure equipment surface cleaned as necessary - Sec. 22","2020-08-06","S - Significant","Notice to Comply","",""
"1698","10265856","104730574","CARIBBEAN HEAT FAMILY RESTAURANT 2","Restaurant","1530 ALBION RD, Unit-21","43.74177","-79.58461","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2020-08-06","M - Minor","Notice to Comply","",""
"1699","10265856","104730635","CARIBBEAN HEAT FAMILY RESTAURANT 2","Restaurant","1530 ALBION RD, Unit-21","43.74177","-79.58461","Pass","2","","2020-08-12","","","",""
"1700","10388935","104643452","CARIBBEAN HEAT FAMILY RESTAURANT 3","Restaurant","2356 FINCH AVE W","43.75209","-79.54426","Pass","2","","2020-01-03","","","",""
"1701","9018116","104710858","CARIBBEAN ISLAND FOOD MARKET","Butcher Shop","3432 WESTON RD","43.75046","-79.54239","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-07-03","M - Minor","Notice to Comply","",""
"1702","9018116","104710858","CARIBBEAN ISLAND FOOD MARKET","Butcher Shop","3432 WESTON RD","43.75046","-79.54239","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2020-07-03","M - Minor","Notice to Comply","",""
"1703","10718928","104773976","CARIBBEAN LYME RESTAURANT AND LOUNGE","Restaurant","1747 ALBION RD","43.74363","-79.60538","Pass","2","","2020-11-06","","","",""
"1704","10719986","104778976","CARIBBEAN OCEAN RESTAURANT","Restaurant","2480 EGLINTON AVE E, Unit-9","43.73495","-79.25962","Pass","2","Use shelves not of readily cleanable design - Sec. 31","2020-11-19","M - Minor","Notice to Comply","",""
"1705","10550708","104668605","CARIBBEAN PALMS RESTAURANT","Restaurant","747 DON MILLS RD","43.71355","-79.3356","Pass","2","FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C)","2020-02-11","S - Significant","Corrected During Inspection","",""
"1706","10537132","104656263","CARIBBEAN QUEEN","Food Court Vendor","6464 YONGE ST","43.79555","-79.42008","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-01-22","M - Minor","Notice to Comply","",""
"1707","10700199","104671931","CARIBBEAN QUEEN ALL YOU CAN EAT","Restaurant","14 BRADSTOCK RD, Bldg-14","43.73936","-79.53863","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-02-13","M - Minor","Notice to Comply","",""
"1708","10700199","104671931","CARIBBEAN QUEEN ALL YOU CAN EAT","Restaurant","14 BRADSTOCK RD, Bldg-14","43.73936","-79.53863","Pass","2","Food premise not maintained with floors in good repair in food-handling room - Sec. 7(1)(g)  ","2020-02-13","M - Minor","Notice to Comply","",""
"1709","10700199","104745659","CARIBBEAN QUEEN ALL YOU CAN EAT","Restaurant","14 BRADSTOCK RD, Bldg-14","43.73936","-79.53863","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2020-09-03","M - Minor","Notice to Comply","",""
"1710","10694754","104773037","CARIBBEAN QUEEN JERK","Food Take Out","393 JANE ST","43.65809","-79.48787","Pass","3","","2020-10-14","","","",""
"1711","9002451","104734796","CARIBBEAN QUEEN ROTI HUT","Restaurant","2957 LAKE SHORE BLVD W","43.60043","-79.50579","Pass","2","Food premise not maintained with non-absorbent floor surface where food handled - Sec. 7(1)(c)(i) ","2020-08-11","M - Minor","Notice to Comply","",""
"1712","9002451","104734796","CARIBBEAN QUEEN ROTI HUT","Restaurant","2957 LAKE SHORE BLVD W","43.60043","-79.50579","Pass","2","Food premise not maintained to permit cleaning of walls  - Sec. 7(1)(d) ","2020-08-11","M - Minor","Notice to Comply","",""
"1713","10695886","104708044","CARIBBEAN SUN","Restaurant","2 STEINWAY BLVD, UNIT-1315","43.75343","-79.62005","Pass","3","","2020-06-26","","","",""
"1714","10695886","104720001","CARIBBEAN SUN","Restaurant","2 STEINWAY BLVD, UNIT-1315","43.75343","-79.62005","Pass","3","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-07-17","M - Minor","Notice to Comply","",""
"1715","10589924","104723158","CARIBBEAN WAVE RESTAURANT","Restaurant","875 MILNER AVE, Unit-106-107","43.79839","-79.19595","Pass","2","","2020-07-02","","","",""
"1716","10349048","104707771","CARIBU WEST INDIAN CUISINE","Restaurant","3412A WESTON RD","43.75046","-79.54239","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2020-06-26","M - Minor","Notice to Comply","",""
"1717","10349048","104764860","CARIBU WEST INDIAN CUISINE","Restaurant","3412A WESTON RD","43.75046","-79.54239","Pass","2","","2020-10-15","","","",""
"1718","10657013","104770884","CARISMA","Restaurant","15 TORONTO ST","43.65024","-79.37621","Pass","3","","2020-10-29","","","",""
"1719","10356573","104730998","CARLO'S NO FRILLS","Supermarket","1591 WILSON AVE","43.71982","-79.50944","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-08-07","M - Minor","Notice to Comply","",""
"1720","10680703","104665506","CARLOAD ON THE BEACH","Food Store (Convenience/Variety)","2054 QUEEN ST E","43.67076","-79.2975","Pass","2","","2020-02-04","","","",""
"1721","10700139","104671397","CARMELITAS RESTAURANT","Restaurant","2982 DUNDAS ST W","43.66571","-79.46892","Pass","2","","2020-02-13","","","",""
"1722","9002489","104672650","CARMELITE DAY NURSERY","Child Care - Food Preparation","108 HARRISON ST","43.65121","-79.42199","Pass","3","","2020-02-14","","","",""
"1723","10671155","104661907","CAROLE'S CHEESECAKE BY NDLG","Food Take Out","2470 YONGE ST","43.71131","-79.3997","Pass","2","Fail to Ensure the Presence of the Holder of a Valid Food Handlers Certificate - Sec. 545- 157E(1 7)(a)","2020-01-30","NA - Not Applicable","Notice to Comply","",""
"1724","9029544","104683698","CAROUSEL CHILD CARE DEVELOPMENT CENTRE","Child Care - Food Preparation","623 FINCH AVE W, Unit-101","43.77092","-79.4539","Pass","3","","2020-03-04","","","",""
"1725","9002511","104764240","CASA BARCELONA","Restaurant","2980 BLOOR ST W","43.64802","-79.50967","Pass","2","","2020-10-13","","","",""
"1726","9396472","104709802","CASA DI GIORGIO RISTORANTE","Restaurant","1646 QUEEN ST E","43.66686","-79.31522","Pass","3","","2020-06-30","","","",""
"1727","10212558","104620971","CASA IMPERIAL FINE CHINESE CUISINE","Restaurant","4125 STEELES AVE E","43.81966","-79.32245","Pass","3","FAIL TO REMOVE GARBAGE WHEN NECESSARY TO MAINTAIN SANITARY CONDITION - SEC. 12","2020-01-03","S - Significant","Corrected During Inspection","",""
"1728","10212558","104620971","CASA IMPERIAL FINE CHINESE CUISINE","Restaurant","4125 STEELES AVE E","43.81966","-79.32245","Pass","3","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-01-03","M - Minor","Notice to Comply","",""
"1729","10492908","104750634","CASA LOMA","Banquet Facility","1 AUSTIN TER","43.67812","-79.40953","Pass","3","","2020-09-14","","","",""
"1730","9002527","104689970","CASA LOMA CHILD CARE CENTRE","Child Care - Food Preparation","160 KENDAL AVE","43.67602","-79.41105","Pass","2","","2020-03-13","","","",""
"1731","10392886","104678871","CASA MANILA","Restaurant","879 YORK MILLS RD, Unit-1","43.75505","-79.34867","Pass","3","Food premise not maintained to permit sanitary maintenance of walls - Sec. 7(1)(d) ","2020-02-26","M - Minor","Notice to Comply","",""
"1732","10392886","104678871","CASA MANILA","Restaurant","879 YORK MILLS RD, Unit-1","43.75505","-79.34867","Pass","3","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2020-02-26","M - Minor","Notice to Comply","",""
"1733","10611240","104679748","CASA MIA DELICATESSEN AND FINE FOODS","Supermarket","1985 QUEEN ST E","43.66976","-79.30017","Pass","2","OPERATE FOOD PREMISE - FAIL TO KEEP SANITARY FACILITY SANITARY - SEC. 25(2)","2020-02-27","S - Significant","Corrected During Inspection","",""
"1734","10717134","104764283","CASA TROPICAL CAFE","Restaurant","774 COLLEGE ST","43.65501","-79.42065","Pass","2","","2020-10-14","","","",""
"1735","10232745","104664578","CASA VERA MONTESSORY SCHOOL","Child Care - Catered","2000 KEELE ST","43.69742","-79.47573","Pass","2","","2020-02-04","","","",""
"1736","10224560","104676188","CASTELLO SPORTS BAR","Restaurant","1468 ST CLAIR AVE W","43.676","-79.45299","Pass","2","","2020-02-20","","","",""
"1737","10224560","104758489","CASTELLO SPORTS BAR","Restaurant","1468 ST CLAIR AVE W","43.676","-79.45299","Pass","2","FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C)","2020-09-29","S - Significant","Corrected During Inspection","",""
"1738","10721516","104787678","CASTLE & COAL","Restaurant","1092 QUEEN ST W","43.64356","-79.42261","Pass","2","","2020-12-16","","","",""
"1739","9002558","104709804","CASTRO'S LOUNGE","Restaurant","2116 QUEEN ST E, Unit-1","43.67135","-79.29489","Pass","2","","2020-06-30","","","",""
"1740","10668488","104668244","CATERING BY NIKOS","Food Caterer","963 O'CONNOR DR","43.70837","-79.31034","Pass","3","","2020-02-20","","","",""
"1741","9002586","104646465","CATTLEMEN MEAT MARKET","Butcher Shop","1538 QUEEN ST W","43.64003","-79.43948","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2020-01-08","M - Minor","Notice to Comply","",""
"1742","9002586","104646465","CATTLEMEN MEAT MARKET","Butcher Shop","1538 QUEEN ST W","43.64003","-79.43948","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-01-08","M - Minor","Notice to Comply","",""
"1743","9002590","104769832","CAVALLINO SPORTS CAFE","Restaurant","930 THE QUEENSWAY","43.62442","-79.51198","Pass","2","","2020-10-27","","","",""
"1744","10700631","104675624","CE BON VARIETY","Refreshment Stand (Stationary)","672 KINGSTON RD","43.67931","-79.29731","Pass","1","","2020-02-20","","","",""
"1745","9002608","104734805","CEDARBRAE GOLF & COUNTRY CLUB","Restaurant","55 MAC FROST WAY","43.83914","-79.22995","Pass","2","","2020-07-28","","","",""
"1746","10420383","104674918","CEDARBROOK LODGE RETIREMENT RESIDENCE","Retirement Homes(Licensed)","520 MARKHAM RD","43.75488","-79.22492","Pass","3","","2020-02-19","","","",""
"1747","10613371","104710499","CELEBRITY CHEF SPICES","Restaurant","1823 WESTON RD","43.69943","-79.51364","Pass","2","Operate food premise - equipment not constructed to permit cleaning - Sec. 9","2020-07-03","M - Minor","Notice to Comply","",""
"1748","10613371","104710499","CELEBRITY CHEF SPICES","Restaurant","1823 WESTON RD","43.69943","-79.51364","Pass","2","Fail to provide handwashing stations with adequate supplies (hot and cold water) - Sec. 7(3)(c)","2020-07-03","S - Significant","Notice to Comply","",""
"1749","10613371","104710981","CELEBRITY CHEF SPICES","Restaurant","1823 WESTON RD","43.69943","-79.51364","Pass","2","Fail to protect against entry of pests - Sec. 13(1)","2020-07-07","M - Minor","Notice to Comply","",""
"1750","10717807","104768027","CELENA'S BAKERY","Bakery","1938 DANFORTH AVE","43.68526","-79.31602","Pass","2","Altering floor space in sanitary facility without inspector's approval - Sec. 24(1)   ","2020-10-22","M - Minor","Notice to Comply","",""
"1751","10717807","104768027","CELENA'S BAKERY","Bakery","1938 DANFORTH AVE","43.68526","-79.31602","Pass","2","SANITIZE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE - SEC. 19(B) ","2020-10-22","S - Significant","Corrected During Inspection","",""
"1752","9002620","104684446","CENTENARY SEVEN OAKS CHILDCARE CENTRE","Child Care - Catered","9 NEILSON RD","43.78165","-79.20358","Pass","2","","2020-03-05","","","",""
"1753","9002619","104649691","CENTENNIAL COLLEGE EARLY CHILDHOOD EDUCATION + SATELLITE","Child Care - Food Preparation","550 MORTIMER AVE","43.69065","-79.32731","Pass","3","Food premise not maintained with tight floor surface where food handled - Sec. 7(1)(c)(i)  ","2020-01-14","M - Minor","Notice to Comply","",""
"1754","10188157","104643285","CENTENNIAL PARK PLACE","Retirement Homes(Licensed)","25 CENTENNIAL PARK RD","43.65327","-79.58206","Pass","3","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2020-01-03","M - Minor","Notice to Comply","",""
"1755","10194058","104758881","CENTRAL MARKET TROPICAL WHOLESALE OUTLET","Food Store (Convenience/Variety)","5010 STEELES AVE W","43.75962","-79.59301","Pass","2","","2020-09-30","","","",""
"1756","10222731","104684244","CENTRAL NEIGHBOURHOOD HOUSE","Child Care - Catered","15 PROSPECT ST","43.66656","-79.37111","Pass","2","","2020-03-05","","","",""
"1757","9002654","104689796","CENTRAL NEIGHBOURHOOD HOUSE DAY CARE","Child Care - Food Preparation","349 ONTARIO ST","43.66058","-79.36909","Pass","3","","2020-03-13","","","",""
"1758","9002667","104663819","CENTRAL TECHNICAL SCHOOL","College / University Food Services","725 BATHURST ST","43.66373","-79.40876","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-02-03","M - Minor","Notice to Comply","",""
"1759","10475797","104659944","CENTRE CAFE","Food Take Out","5 PARK HOME AVE","43.76856","-79.41477","Pass","2","FAIL TO REMOVE GARBAGE WHEN NECESSARY TO MAINTAIN SANITARY CONDITION - SEC. 12","2020-01-29","S - Significant","Corrected During Inspection","",""
"1760","9002673","104645332","CENTRE DES PIONEERS","Institutional Food Services","33 HAHN PL, Unit-104","43.64941","-79.3627","Pass","3","","2020-01-07","","","",""
"1761","9003141","104657224","CENTRE FOR EARLY CHILDHOOD EDUCATION","Child Care - Food Preparation","45 GOLFDOWN DR","43.72224","-79.55212","Pass","3","Food premise not maintained with floors in good repair in food-handling room - Sec. 7(1)(g)  ","2020-01-23","M - Minor","Notice to Comply","",""
"1762","9002676","104728103","CENTRE ISLAND FOOD SERVICES LTD","Food Depot","1 CENTRE ISLAND PK","43.61522","-79.37728","Pass","3","","2020-07-31","","","",""
"1763","9002682","104747063","CENTRO TRATTORIA & FORMAGGI","Supermarket","1224 ST CLAIR AVE W, Unit-2","43.67777","-79.44492","Pass","2","","2020-09-08","","","",""
"1764","9002680","104687367","CENTRO-CLINTON DAY CARE CENTRE","Child Care - Food Preparation","460 MANNING AVE","43.65765","-79.41406","Pass","3","FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C)","2020-03-10","S - Significant","Corrected During Inspection","",""
"1765","9002680","104687367","CENTRO-CLINTON DAY CARE CENTRE","Child Care - Food Preparation","460 MANNING AVE","43.65765","-79.41406","Pass","3","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-03-10","M - Minor","Notice to Comply","",""
"1766","10714575","104750381","CENTURY PARK TARVERN","Restaurant","33 POWERHOUSE ST","43.66958","-79.44871","Pass","2","","2020-09-14","","","",""
